Row RA DEC REDSHIFT UNIFORM_TARGET LOGLBOL LOGLBOL_ERR R_6CM_2500A LOGL5100 LOGL5100_ERR LOGL3000 LOGL3000_ERR LOGL1350 LOGL1350_ERR LOGL_BROAD_HA LOGL_BROAD_HA_ERR LOGL_NARROW_HA LOGL_NARROW_HA_ERR LOGL_BROAD_HB LOGL_BROAD_HB_ERR LOGL_NARROW_HB LOGL_NARROW_HB_ERR LOGL_OIII_5007 LOGL_OIII_5007_ERR LOGL_MGII LOGL_MGII_ERR LOGL_CIV LOGL_CIV_ERR LOGBH LOGBH_ERR
31108 147.0524597168 20.40078544617 3.5766000747680002 1 47.508092608709994 0.006425707357497 -1.0 0.0 -1.0 0.0 -1.0 46.92716763304 0.006425707357497 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.95099324646 0.0291124210721 10.12638258024 0.059633927112710004
92625 241.69317626950001 38.98460769653 1.67610001564 1 46.49720553955999 0.007451743823836 -1.0 0.0 -1.0 45.78539831052 0.007451743823836 45.965993868640005 0.01443841737592 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.83126500452 0.02015797379521 44.257145502469996 0.06224750492744001 8.919279304159 0.14783467355910002
25621 139.989730835 21.684402465820003 2.1214001178740003 1 46.70072213634 0.011961645979889999 -1.0 0.0 -1.0 46.134819794109994 0.02241619305538 46.11979716066 0.011961645979889999 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.295582641479996 0.04303620549681 44.21281711785999 0.030872418854689998 8.869996144146 0.08218760078241
22694 136.2011413574 16.320947647089998 3.094700098038 1 46.55569356798 0.03176241155432 -1.0 0.0 -1.0 0.0 -1.0 45.97476859231 0.03176241155432 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.165073540600005 0.1313356661931 9.788716355625 0.43289534992929996
72881 209.0899658203 2.430330038071 1.4009000062940002 0 46.18165160323 0.008082153100794002 -1.0 0.0 -1.0 45.469844374190004 0.008082153100794002 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.721814768470004 0.01539840244713 0.0 -1.0 8.953922239353 0.08433794558520001
28353 143.49812316889998 35.30852890015 3.158200025558 1 47.271623134109994 0.006749113235130999 -1.0 0.0 -1.0 0.0 -1.0 46.690698158429996 0.006749113235130999 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.92046592415 0.06171971305033 9.757396866065001 0.07585315464829
49976 174.11393737790002 8.159218788147 2.156699895859 1 47.1974399897 0.006338760981045 -1.0 0.0 -1.0 46.30384775790999 0.05383078781422 46.61651501403 0.006338760981045 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.366732134180005 0.13077647654 44.83075236927999 0.02892096803363 9.602265395549999 0.1050191057872
13201 121.5231552124 47.99864959717 3.4734001159670003 0 46.77405715336 0.037232698826949996 -1.0 0.0 -1.0 0.0 -1.0 46.19313217769 0.037232698826949996 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.75904959233 0.05164429491292 8.602853128660001 0.09018587523973
33170 149.7468414307 34.18979644775 1.6489000320429998 1 46.60482957015 0.003944766605264999 -1.0 0.0 -1.0 45.89302234111 0.003944766605264999 45.568701619820004 0.04323806198648 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.868647355520004 0.039175770403730006 43.89985455165999 0.09722429819221999 9.105294067128 0.041325619938019996
9359 57.90850067139 0.33224898576740003 0.381500005722 0 45.27667223236 0.009810061763105 -1.0 44.31006124568 0.009810061763105 44.23413420253 0.04565457844729 0.0 -1.0 43.009122942370006 0.1141075568998 41.64500338468 0.07546739146106 42.40857853199 0.07620867892915 41.067255297440006 0.09763440327289999 42.24996310593 0.0112441597931 42.45337818073 0.318720776818 0.0 -1.0 8.679425228307 0.06440409236058
26473 140.9932250977 39.46195220947 0.8159000277519 0 45.40313217752 0.013597917015309999 -1.0 44.6903070746 0.09644935505016002 44.691324948479995 0.013597917015309999 0.0 -1.0 0.0 -1.0 0.0 -1.0 41.52623233261 0.32109491284220004 41.78813759547 0.3015698238179 42.03160495187 0.1408820825859 42.83900745519 0.040310269684809996 0.0 -1.0 8.568627036717 0.1871077380201
4904 29.157209396359995 0.03664200007915 2.754800081253 0 46.319852226609996 0.028094712143240004 -1.0 0.0 -1.0 0.0 -1.0 45.73892725093 0.028094712143240004 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.38079006934 0.03264231141682 8.180922852544 0.1522405734804
61489 191.24508666990002 17.54988288879 0.2633000016212 1 45.17745556369 0.003067231612942 -1.0 44.21084457701 0.003067231612942 0.0 -1.0 0.0 -1.0 42.89957619965 0.008515582799741999 41.300727723920005 0.1189527872774 42.313412563129994 0.01482639333133 40.62536880688 0.1505146196004 41.95566360482 0.01203102803473 0.0 -1.0 0.0 -1.0 8.029183905162 0.06100320667475
60331 189.60958862299998 41.50188064575 1.744600057602 1 46.8029710038 0.004620101697039001 -1.0 0.0 -1.0 46.09116377475 0.004620101697039001 46.31441916757999 0.00876813358035 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.13921010307 0.030862779363799997 44.7265040466 0.015904962274390002 9.596715951593 0.043673717271839996
2561 15.906674385070001 0.4782769978046 2.296900033951 0 46.8182547428 0.01663303334184 -1.0 0.0 -1.0 0.0 -1.0 46.23732976713 0.01663303334184 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.71458612886 0.02057288055982 8.813040498878 0.04137537989752
22222 135.529800415 29.76309776306 0.9915000200272 1 46.24840226741 0.00230340811661 -1.0 0.0 -1.0 45.53659503837 0.00230340811661 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.583863029279996 0.01076111627959 0.0 -1.0 8.756507642775 0.08691095369148
33670 150.32972717290002 28.816890716550002 1.514899969101 1 46.53265051798 0.005407213072601 -1.0 0.0 -1.0 45.82084328894 0.005407213072601 45.97735338019 0.02152097170527 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.76824823448 0.029462859990679997 44.42394008281 0.0475687905151 8.908281978071999 0.1459077219818
91337 239.2765045166 49.72003173828 0.9894999861716999 1 46.04039536582 0.004210104269589 -1.0 0.0 -1.0 45.32858813677999 0.004210104269589 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.61663515475001 0.04640801693226 0.0 -1.0 8.849785787726 0.05684458157398
77271 216.0482940674 57.809825897219994 1.739300012589 0 46.25840237851 0.01709230585839 -1.0 0.0 -1.0 45.54659514947001 0.01709230585839 45.91477015120999 0.02555674113747 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.60356941663 0.08827010894060999 43.96892387026 0.08200373046996 9.373469694508 0.14353215073779999
55058 181.8492736816 65.64994049072 0.40909999608990005 0 45.41346235382 0.004413984533532001 -1.0 44.446851367140006 0.004413984533532001 44.687290465340006 0.0056374743461659995 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.46460457441 0.12078360642889999 0.0 -1.0 41.97024553805 0.01856880049472 42.63466501801 0.07148937796726 0.0 -1.0 7.454668631874 0.42534158467159994
93582 243.4137878418 12.921058654789999 3.3933999538419997 1 46.6067898507 0.026096221005869998 -1.0 0.0 -1.0 0.0 -1.0 46.02586487502 0.026096221005869998 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.426787662459994 0.07329495126783 9.527573147795 0.1477944312784
16181 126.8913879395 4.604814052582 0.2210000008345 1 45.265071101850005 0.01669389665872 5.811571206886 44.29846011517 0.01669389665872 0.0 -1.0 0.0 -1.0 43.13509739441 0.011526365981 41.7856340379 0.10890653924450001 42.46719631347 0.06623356476 41.53537886149 0.10508917757160001 42.31876782585 0.018583320466560003 0.0 -1.0 0.0 -1.0 8.367740148709 0.07347626960024001
82808 224.6718139648 -1.633486032486 0.9563000202179 1 46.10466289577 0.006274281973891 -1.0 0.0 -1.0 45.39285566673 0.006274281973891 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.453156980440006 0.02877019349109 0.0 -1.0 9.169344137156001 0.08539840210296999
11553 118.30918884280001 50.9492149353 0.6891000270844001 1 45.984887788120005 0.06492031490974 -1.0 45.01827680143 0.06492031490974 45.49716006776 0.0032244688785709992 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.663515716000006 0.04115151756814 41.97352428521 0.1586688496029 43.19199990919001 0.01875963881204 43.74635236906 0.0151871504688 0.0 -1.0 9.202135321396 0.08143357650210001
60116 189.29725646970002 66.29692840576 2.094599962234 0 46.43727314745 0.018617893069830003 -1.0 0.0 -1.0 45.98703364959 0.02528166466767 45.85634817177 0.018617893069830003 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.164497527200005 0.10339309976669998 44.104464754540004 0.07207487418399 8.131185363926 0.20105482563340002
57976 186.29652404790002 14.285778999329999 1.3337999582289999 1 47.17363963052 0.001909501706347 -1.0 0.0 -1.0 46.461832401470005 0.001909501706347 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.54041904396 0.006991924519255001 0.0 -1.0 9.615799722586 0.04082404035556
77241 215.9919128418 41.36739349365 2.052900075912 1 46.741474068120006 0.01080017476031 -1.0 0.0 -1.0 46.00553547341 0.02826822108639 46.16054909244001 0.01080017476031 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.10956619592 0.10181197956810001 44.28619562388 0.04100155147066 9.157951192738 0.1384665293605
41707 161.70573425290002 57.787937164309994 1.659199953079 1 46.5841879059 0.004815915098707 -1.0 0.0 -1.0 45.87238067686 0.004815915098707 46.03200812491 0.025279053105159998 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.902918820740005 0.031831127026049996 44.39431384391 0.06116156433739 8.836290463702001 0.08292738339860001
16180 126.8905563354 26.621097564699998 0.6879000067711 0 45.69894579524 0.04773375168552 1356.352050761 44.73233480856 0.04773375168552 44.77213041710999 0.010216836437670001 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.74768734841 0.1688679461693 41.77568093953 0.1733504812998 42.630464601170004 0.024767296364599997 43.0532301783 0.02092257620801 0.0 -1.0 8.786249581432001 0.17452073171489998
3804 22.943401336670004 15.3097782135 1.6601999998089998 0 46.25035907493 0.007857008691687 -1.0 0.0 -1.0 45.538551845890005 0.007857008691687 45.35460917167 0.056781064402970004 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.765745877609994 0.05459903424641999 44.22915633201 0.047796367020080006 9.079250517795 0.0707838673708
95937 248.0916595459 11.42578792572 1.8279999494549999 1 46.68468727622 0.0073876132240649995 -1.0 0.0 -1.0 45.97288004717999 0.0073876132240649995 46.055914613649996 0.011548089822209999 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.01294045112 0.024939199155410003 44.48685302888 0.03787926500063 9.359470214808 0.1278828241937
91217 239.08631896970002 10.65330123901 0.47679999470709994 1 45.51708146844 0.003082466528095 64.45501519356 44.550470481759994 0.003082466528095 44.626788775550004 0.006674137121518001 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.821166827270005 0.01944996434388 41.71512522567 0.02874969907108 42.660213215359995 0.006090223302515 43.2441948619 0.009475642522837 0.0 -1.0 9.209919384749 0.031702588963599995
36462 154.1059417725 27.008422851560002 1.0485999584199999 1 46.20346505572 0.005261518283394 -1.0 0.0 -1.0 45.491657826680004 0.005261518283394 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.77584431385 0.04631035038366 0.0 -1.0 8.965701212036 0.10320169532410002
8228 49.65215682983 0.49029201269149997 1.062199950218 0 45.637299612679996 0.009231364507247 -1.0 0.0 -1.0 44.925492383640005 0.009231364507247 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.187760230909994 0.02254754923829 0.0 -1.0 8.517430768331 0.1437402741045
8080 48.6446685791 -6.615161895751999 1.8236999511719998 0 46.08439412500999 0.02954192355336 -1.0 0.0 -1.0 45.37258689597 0.02954192355336 45.538428278359994 0.03822113588409 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.38722634068 0.07548764591300999 43.98550038432 0.06483589686122 8.716317531497001 0.12414814107110002
6755 39.99807357788 1.240327954292 2.2702000141139997 0 46.47255349586 0.027916006481949997 -1.0 0.0 -1.0 0.0 -1.0 45.891628520190004 0.027916006481949997 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.38688014 0.0620875058225 9.16244173141 0.1278315024857
44631 165.8695831299 43.08683013915999 0.413899987936 1 45.57737415495 0.003670948425473 -1.0 44.61076316827 0.003670948425473 44.72376183114 0.004850248544319 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.310519405220006 0.07368721063416 41.40035243912 0.334265607852 42.046445785370004 0.039661188498589996 42.56811048866 0.03025335394646 0.0 -1.0 8.086500558544 0.181312048369
52985 178.5882873535 40.05500793457 0.534500002861 0 45.31639809076 0.01713014842752 -1.0 44.34978710408 0.01713014842752 44.48340992537 0.012612718256950001 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.42647133093 0.03824157577955 40.977524127520006 0.2793521026598 41.796576840220006 0.040897123421730006 42.41671735785 0.05475983698535 0.0 -1.0 8.557003616328 0.09339763270428
31741 147.9206390381 4.008646965026999 0.8082000017165999 0 45.70117311016 0.0060354375164269995 -1.0 44.788803330520004 0.1251838975032 44.98936588112 0.0060354375164269995 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.017436861709996 0.15838403581170002 40.68569614883 0.4191304470631 42.2666747467 0.12649237503910002 42.91558751809 0.07051971298387 0.0 -1.0 8.147611021966 0.1037833353867
31963 148.2146911621 1.646780014038 0.4997000098228 0 45.3312216084 0.02542593759534 -1.0 44.36461062170999 0.02542593759534 44.5223060074 0.008032593298559 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.45267783541 0.06676048779198 41.14323542553 0.1623344212536 41.84987609609 0.039108702718519996 43.0114526567 0.03519752745876 0.0 -1.0 8.170517479918999 0.35253044162150005
69578 203.8613739014 40.99933242798 1.7609000205989997 1 46.667450711499995 0.011218445443799999 -1.0 0.0 -1.0 45.95564348245999 0.011218445443799999 46.12172049735 0.01742940257816 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.138251495670005 0.023673214284729998 44.522774219590005 0.028946320838819997 9.104047586762 0.060636682569970006
102795 337.8463439941 -0.7602589726448001 2.150700092316 0 46.65684950042 0.02247633204663 -1.0 0.0 -1.0 45.91653228634 0.032718349408180004 46.07592452474 0.02247633204663 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.81105363493 0.08811985070358001 44.48432899887 0.09401270179353001 9.445687140658 0.1879657272363
20335 132.8786010742 31.829702377320004 1.101300001144 0 45.65471837275 0.013607475435549998 -1.0 0.0 -1.0 44.94291114370999 0.013607475435549998 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.42924204955 0.024050496393209997 0.0 -1.0 9.234990091274 0.05224892345505999
71896 207.5023803711 39.82517242432 1.3955999612810002 1 46.21503105318 0.005055710986721 -1.0 0.0 -1.0 45.50322382414001 0.005055710986721 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.68376379787 0.01522855591791 0.0 -1.0 9.07922659884 0.06857412889597
102198 333.2607116699 0.5044230222702001 0.7613999843596999 0 44.91583337566 0.024649945395259998 -1.0 44.50552459111 0.027265708582660003 44.204026146619995 0.024649945395259998 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.676171102729995 0.1363319693162 41.65644400451 0.41266501488790003 42.17878952092 0.1532589068179 42.736231116 0.045290352033669996 0.0 -1.0 8.383494146527 0.1558881892135
14474 123.77117156979999 8.806680679321001 3.601500034332 1 46.722821823260006 0.028162185444209998 -1.0 0.0 -1.0 0.0 -1.0 46.14189684759 0.028162185444209998 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.623816856859996 0.08807248446654 9.071060331425 0.1426468580337
37528 155.7433929443 12.574918746949999 1.728399991989 1 46.96768317458 0.002774989229511 555.9661064271 0.0 -1.0 46.25587594554 0.002774989229511 46.090702946090005 0.01670899212759 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.08974129324 0.0126601302344 44.24715607431 0.050900368199629994 9.522276624630999 0.04212158434220999
100975 323.1523132324 0.004790000151843 2.976999998093 0 46.9322314452 0.02625961409585 -1.0 0.0 -1.0 0.0 -1.0 46.35130646952 0.02625961409585 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.696624976070005 0.044914079545689996 9.261121880712 0.08677538498623001
100024 312.4204406738 -1.172901034355 1.550400018692 0 46.167582953680004 0.009104470926420001 -1.0 0.0 -1.0 45.455775724640006 0.009104470926420001 45.663819983719996 0.0285288302978 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.70306479069 0.02594515625023 43.88259049301 0.07575024009797 9.171857642816 0.09104235492705001
17162 128.47189331049998 30.38848495483 4.06519985199 1 47.12631841254001 0.043073115325069994 -1.0 0.0 -1.0 0.0 -1.0 46.545393436859996 0.043073115325069994 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.91614571519 0.11525708628550001 9.445499906103999 0.34857762237059997
105621 359.04443359379997 15.09432506561 1.747300028801 1 46.840857235179996 0.024773011906439997 -1.0 0.0 -1.0 46.129050006140005 0.024773011906439997 46.19450542821 0.011095427869870002 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.35259008 0.0221130463441 44.76474586424 0.01756537701458 9.419579795027 0.08501047769453
66627 199.1600036621 23.367786407470003 1.0822000503540001 1 46.21596627328 0.0035529985873670004 -1.0 0.0 -1.0 45.50415904424 0.0035529985873670004 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.41587768358 0.04799913130507 0.0 -1.0 9.038977964704 0.1177447624529
73277 209.7310333252 39.45039749146 0.5579000115395 1 45.648711247490006 0.006787642189636 -1.0 44.682100260809996 0.006787642189636 44.85542896224 0.006382563323455999 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.8786651291 0.04446866778721 0.0 -1.0 41.853738118929996 0.043889598951430006 43.041627528309995 0.013468841766329998 0.0 -1.0 8.428261334438 0.06931946689273
68576 202.3663024902 23.706943511960002 1.436800003052 1 46.8074140426 0.0023906722664860003 -1.0 0.0 -1.0 46.095606813559996 0.0023906722664860003 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.002807166070006 0.008820132459525998 0.0 -1.0 9.150165347364 0.1277417335127
70904 205.8745727539 28.05593490601 0.2275999933481 1 45.00307501903 0.004192518561482001 -1.0 44.03646403235 0.004192518561482001 0.0 -1.0 0.0 -1.0 42.56825330771 0.02235551869399 41.47942440101 0.09807995900203001 42.02087066579001 0.03526959752967 40.8407517403 0.0852307878957 41.92796607041 0.006838964817830999 0.0 -1.0 0.0 -1.0 8.085710986072 0.11445935974469999
21290 134.2465362549 33.59410095215 1.320199966431 1 46.041342821170005 0.009337856026846 -1.0 0.0 -1.0 45.32953559213 0.009337856026846 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.77889099223 0.009957795320695 0.0 -1.0 8.842329579318 0.07075505211966
53295 179.0871887207 33.11687088013 3.5578999519349996 1 47.026926921800005 0.02330254752781 -1.0 0.0 -1.0 0.0 -1.0 46.446001946129996 0.02330254752781 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.83715499789 0.037872310636519996 9.212231029723 0.11067838039370001
75645 213.45217895509998 44.865650177 3.389300107956 1 46.82428349721 0.02604597652489 -1.0 0.0 -1.0 0.0 -1.0 46.24335852153 0.02604597652489 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.603703020030004 0.06582101966562 9.375395689099 0.09617420099214999
33037 149.59730529790002 38.97755432129 0.7458000183104999 0 45.419350228149995 0.009201697141894 -1.0 44.51794407052999 0.06985234248496 44.70754299910999 0.009201697141894 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.72685944376 0.1373784465371 41.11916510614 1.1432363745640002 42.23335258835 0.06103527268923 42.89280901123 0.024699997685419996 0.0 -1.0 8.272622997898 0.3566471717424
37570 155.8039398193 44.12359237670999 0.5877000093460001 0 45.50087828145001 0.01440429102515 -1.0 44.53426729476 0.01440429102515 44.67079441125 0.006350704285559 0.0 -1.0 0.0 -1.0 0.0 -1.0 42.715178055020004 0.06400749333987 41.4593628964 8.351515904782 41.781861114890006 0.08507899775000001 42.902122200220006 0.018899670881279997 0.0 -1.0 8.275770869881 0.1543606645147
25017 139.3002471924 7.977857112884999 2.184099912643 0 46.64545253433 0.01643288741983 -1.0 0.0 -1.0 45.76148086377 0.04436067663854 46.06452755865 0.01643288741983 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.034980150340004 0.1544541522767 44.70972002693 0.020694085988300002 8.673982594342 0.05727226585573
55026 181.7889251709 35.71883392334 3.243900060654 1 46.86544607221 0.02580047006712 -1.0 0.0 -1.0 0.0 -1.0 46.284521096540004 0.02580047006712 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 44.804981899590004 0.05772036964369999 9.198508013484 0.21360237269079999
46746 169.193939209 23.958377838129998 1.5506000518799998 1 46.47297374929 0.008067311662375998 -1.0 0.0 -1.0 45.76116652024999 0.008067311662375998 45.990571360489994 0.01201734720758 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.931271623220006 0.01326951344547 44.55928823767999 0.039433660786850004 8.998658156588 0.06255024702889
69729 204.08024597169998 65.71295166016 2.0134999752039997 0 46.14453737237 0.044469550242210006 -1.0 0.0 -1.0 45.458448749679995 0.03829116449147 45.563612396690004 0.044469550242210006 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 0.0 -1.0 43.51509613212 0.11253582113970001 44.362794864090006 0.03753985967251 8.474473420499 0.12145948162299999
